"Year","Location Description","Data Source","Topic Description","Measure Description","Sub-Measure","Data Value Type","Data Value"
"2008","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.582"
"2008","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","49.500"
"2008","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","41.900"
"2008","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.920"
"2008","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","60271330.000"
"2008","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.530"
"2007","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.391"
"2007","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","58.500"
"2007","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","43.700"
"2007","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.920"
"2007","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","43184955.000"
"2007","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.530"
"2006","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.499"
"2006","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","69.200"
"2006","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","26.300"
"2006","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.920"
"2006","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","28462829.000"
"2006","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.530"
"2005","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.539"
"2005","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","68.700"
"2005","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","26.000"
"2005","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.920"
"2005","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","28065888.000"
"2005","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.530"
"2004","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.506"
"2004","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","69.300"
"2004","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","26.200"
"2004","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.920"
"2004","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","28171051.000"
"2004","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.530"
"2003","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.483"
"2003","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","73.200"
"2003","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","26.400"
"2003","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.920"
"2003","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","21669573.000"
"2003","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.530"
"2002","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.405"
"2002","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","75.400"
"2002","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","21.100"
"2002","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.720"
"2002","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","18837516.000"
"2002","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.330"
"2001","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.275"
"2001","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","78.100"
"2001","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","20.500"
"2001","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.670"
"2001","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","19452005.000"
"2001","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.330"
"2000","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.040"
"2000","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","75.100"
"2000","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","22.000"
"2000","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.670"
"2000","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","19251084.000"
"2000","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.330"
"1999","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.729"
"1999","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","83.500"
"1999","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","20.900"
"1999","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"1999","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","20327478.000"
"1999","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.330"
"1998","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.079"
"1998","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","88.300"
"1998","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","27.400"
"1998","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"1998","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","21321597.000"
"1998","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.330"
"1997","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.928"
"1997","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","88.800"
"1997","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","29.600"
"1997","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"1997","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","21458178.000"
"1997","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.330"
"1996","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.817"
"1996","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","92.300"
"1996","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","31.400"
"1996","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"1996","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","22456341.000"
"1996","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1995","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.712"
"1995","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","98.600"
"1995","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","33.300"
"1995","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.570"
"1995","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","16274000.000"
"1995","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1994","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.621"
"1994","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","94.800"
"1994","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","29.000"
"1994","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.470"
"1994","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","15303000.000"
"1994","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1993","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.544"
"1993","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","91.600"
"1993","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.400"
"1993","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.470"
"1993","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","14685000.000"
"1993","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1992","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.803"
"1992","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","93.000"
"1992","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","23.800"
"1992","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.430"
"1992","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","14943000.000"
"1992","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1991","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.630"
"1991","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","91.800"
"1991","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","26.400"
"1991","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.430"
"1991","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","14724000.000"
"1991","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1990","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.503"
"1990","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","88.300"
"1990","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","25.900"
"1990","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.390"
"1990","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","14679000.000"
"1990","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1989","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.389"
"1989","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","87.400"
"1989","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","28.000"
"1989","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.390"
"1989","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","14527000.000"
"1989","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1988","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.301"
"1988","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","91.900"
"1988","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.000"
"1988","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.390"
"1988","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","15261000.000"
"1988","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1987","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.247"
"1987","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","95.800"
"1987","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","31.200"
"1987","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.390"
"1987","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","15849000.000"
"1987","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1986","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.137"
"1986","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","97.000"
"1986","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.300"
"1986","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.390"
"1986","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","15673000.000"
"1986","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.230"
"1985","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.085"
"1985","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","104.400"
"1985","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.900"
"1985","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.390"
"1985","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","11167000.000"
"1985","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.150"
"1984","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.923"
"1984","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","105.700"
"1984","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","33.600"
"1984","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.310"
"1984","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","11191000.000"
"1984","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.150"
"1983","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.898"
"1983","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","109.800"
"1983","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.500"
"1983","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.310"
"1983","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","11381000.000"
"1983","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.150"
"1982","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.788"
"1982","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","113.000"
"1982","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","29.200"
"1982","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.230"
"1982","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","11615000.000"
"1982","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.150"
"1981","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.680"
"1981","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","115.700"
"1981","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","33.800"
"1981","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.230"
"1981","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","11176000.000"
"1981","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.140"
"1980","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.623"
"1980","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","114.700"
"1980","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.300"
"1980","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.220"
"1980","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","11053000.000"
"1980","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.140"
"1979","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.588"
"1979","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","117.400"
"1979","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","37.400"
"1979","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.220"
"1979","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","9721000.000"
"1979","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1978","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.541"
"1978","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","116.900"
"1978","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","37.000"
"1978","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1978","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","9665000.000"
"1978","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1977","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.532"
"1977","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","115.600"
"1977","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","37.600"
"1977","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1977","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","9515000.000"
"1977","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1976","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.464"
"1976","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","116.700"
"1976","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","43.100"
"1976","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1976","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","9561000.000"
"1976","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1975","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.450"
"1975","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","113.500"
"1975","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","44.500"
"1975","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1975","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","9283000.000"
"1975","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1974","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.428"
"1974","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","108.400"
"1974","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","46.700"
"1974","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1974","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","8909000.000"
"1974","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1973","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.404"
"1973","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","103.500"
"1973","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","49.500"
"1973","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1973","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","8438000.000"
"1973","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1972","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.396"
"1972","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","103.000"
"1972","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","50.500"
"1972","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1972","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","8280000.000"
"1972","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1971","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.391"
"1971","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","96.700"
"1971","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","51.200"
"1971","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
